roi,index,abs_int
5,20,5672.859375
5,21,5597.81103515625
5,22,5374.10888671875
5,23,5181.71533203125
5,24,4881.67724609375
5,25,4558.84228515625
5,26,4214.8310546875
5,27,3895.72485351562
5,28,3638.46411132812
5,29,3358.3876953125
5,30,3135.98461914062
5,31,2963.59497070312
5,32,2798.57104492187
5,33,2645.24926757813
5,34,2523.47290039062
5,35,2412.34008789062
5,36,2322.517578125
5,37,2195.86254882813
5,38,2070.11279296875
5,39,1957.98657226563
5,40,1855.66003417969
5,41,1696.23681640625
5,42,1593.84912109375
5,43,1484.94360351562
5,44,1399.43835449219
5,45,1358.16613769531
5,46,1281.01245117188
5,47,1223.1328125
5,48,1230.85009765625
5,49,1241.45935058594
5,50,1286.18530273438
5,51,1317.53576660156
5,52,1336.71826171875
5,53,1390.44506835938
5,54,1418.59411621094
5,55,1444.27893066406
5,56,1419.388671875
5,57,1418.26550292969
5,58,1357.01245117188
5,59,1284.85961914063
5,60,1224.51196289063
5,61,1132.11083984375
5,62,1044.83666992188
5,63,955.858581542969
5,64,882.468017578125
5,65,774.273193359375
5,66,698.024780273438
5,67,601.638977050781
5,68,522.4755859375
5,69,452.080200195313
5,70,397.772705078125
5,71,331.58740234375
5,72,299.365814208984
5,73,269.031494140625
5,74,229.188201904297
5,75,200.79460144043
5,76,89.3332977294922
5,77,0
5,78,0
5,79,0
5,80,0
5,81,0
5,82,0
5,83,0
5,84,0
5,85,0
5,86,0
5,87,0
5,88,0
5,89,0
5,90,0
5,91,0
5,92,0
5,93,0
5,94,0
5,95,0
5,96,0
5,97,0
5,98,0
5,100,0
6,0,181.880706787109
6,1,209.298797607422
6,2,240.801193237305
6,3,284.618408203125
6,4,337.110900878906
6,5,406.966186523438
6,6,504.053802490234
6,7,613.008422851563
6,8,752.898681640625
6,9,900.957580566406
6,10,1083.74719238281
6,11,1277.71520996094
6,12,1486.98852539063
6,13,1682.70935058594
6,14,1868.359375
6,15,2028.41943359375
6,16,2150.5478515625
6,17,2240.9443359375
6,18,2285.59741210938
6,19,2315.91674804688
6,20,2295.19873046875
6,21,2262.88696289062
6,22,2239.4111328125
6,23,2193.72436523438
6,24,2187.81616210937
6,25,2198.43920898438
6,26,2241.16479492187
6,27,2306.9287109375
6,28,2378.1650390625
6,29,2481.66528320312
6,30,2561.54858398437
6,31,2640.37866210937
6,32,2673.56689453125
6,33,2718.48388671875
6,34,2713.68774414062
6,35,2652.41430664063
6,36,2585.6796875
6,37,2499.3388671875
6,38,2363.3896484375
6,39,2235.50659179687
6,40,2087.30444335937
6,41,1944.08117675781
6,42,1811.06384277344
6,43,1694.61694335938
6,44,1598.40979003906
6,45,1534.41381835938
6,46,1492.55749511719
6,47,1496.18273925781
6,48,1480.37780761719
6,49,1514.14978027344
6,50,1542.09997558594
6,51,1585.57604980469
6,52,1603.5673828125
6,53,1624.31274414063
6,54,1613.65832519531
6,55,1597.20129394531
6,56,1554.33361816406
6,57,1491.51354980469
6,58,1397.77404785156
6,59,1317.23986816406
6,60,1199.25769042969
6,61,1078.29699707031
6,62,953.831909179688
6,63,850.422973632812
6,64,730.752014160156
6,65,631.541015625
6,66,546.539794921875
6,67,461.054107666016
6,68,396.487396240234
6,69,340.870300292969
6,70,291.175415039062
6,71,256.738189697266
6,72,226.105102539062
6,73,203.982696533203
6,74,188.43359375
6,75,169.909103393555
6,76,68.4274978637695
6,77,0
6,78,0
6,79,0
6,80,0
6,81,0
6,82,0
6,83,0
6,84,0
6,85,0
6,86,0
6,87,0
6,88,0
6,89,0
6,90,0
6,91,0
6,92,0
6,93,0
6,94,0
6,95,0
6,96,0
6,97,0
6,98,0
6,100,0
